total_delinquent,lat,long
30.6,37.540759,-77.433932
1143.95,37.539646,-77.416895
226.12,37.549018,-77.409082
384.76,37.522132,-77.39627
302.99,37.546397,-77.396843
1222.5,37.537816,-77.411221
466.85,37.53519,-77.405352
11316.08,37.502614,-77.519282
1525.29,37.477308,-77.446285
1294.18,37.578977,-77.508874
1071.94,37.515188,-77.463015
178.36,37.518554,-77.450907
437.4,37.493423,-77.44051
798.12,37.539147,-77.410216
676.51,37.535213,-77.408845
850.27,37.483902,-77.490065
37.19,37.543798,-77.40288
768.21,37.470986,-77.442752
748,37.483794,-77.486926
549.55,37.539147,-77.410216
165.03,37.570971,-77.423012
30.6,37.540759,-77.433932
1447.61,37.484028,-77.504963
1038.59,37.569825,-77.410399
1822.41,37.54124,-77.465386
35.3,37.555271,-77.514422
1044.26,37.494818,-77.458891
591.84,37.562381,-77.453614
35.69,37.540759,-77.433932
549.16,37.483794,-77.470891
877.68,37.545606,-77.399637
54.55,37.474107,-77.445749
385.05,37.532246,-77.394197
2073.74,37.54633,-77.419074
1550.24,37.50896,-77.507244
95.82,37.538951,-77.526126
2185.54,37.512348,-77.462662
180.57,37.512168,-77.46254
381.3,37.482808,-77.448102
975.6,37.512384,-77.462447
1548.61,37.576882,-77.425006
2500.15,37.566055,-77.434221
309.23,37.511606,-77.40069
1548.36,37.572084,-77.411396
2043.11,37.482693,-77.473941
512.51,37.578082,-77.419275
1224.47,37.487993,-77.474163
2332.96,37.52407,-77.4535
255.05,37.543609,-77.402429
746.43,37.510886,-77.395255
1227.87,37.512168,-77.46254
2620.07,37.559785,-77.433906
1337.66,37.549137,-77.52361
209.14,37.579721,-77.427118
511.61,37.545792,-77.41103
245.09,37.549154,-77.407441
787.71,37.505606,-77.463817
73.82,37.571735,-77.433883
307.98,37.535014,-77.405518
307.54,37.537449,-77.403216
2042.91,37.576093,-77.425494
860.99,37.504072,-77.466139
25.82,37.480297,-77.441646
36.89,37.525977,-77.495563
1078.34,37.50506,-77.443948
1387.59,37.478134,-77.464587
2188.25,37.525935,-77.404238
219.28,37.491243,-77.490771
500.23,37.5733,-77.415531
1407.05,37.478478,-77.471733
526.87,37.532857,-77.401161
895.98,37.567497,-77.424599
1350.27,37.539741,-77.403913
1740.17,37.514562,-77.404891
28.2,37.532378,-77.40953
296.57,37.545483,-77.401256
310.06,37.476452,-77.442147
2553.52,37.515349,-77.448762
2449.28,37.518359,-77.401207
300.63,37.549591,-77.41483
1003.15,37.462347,-77.449025
605.04,37.539635,-77.411196
1137.3,37.581164,-77.432823
1139.01,37.500311,-77.442734
326.52,37.496031,-77.4955
549.85,37.535213,-77.408845
593.17,37.536006,-77.407476
3063.54,37.550243,-77.475051
1478.03,37.535501,-77.521974
238.03,37.517386,-77.450816
683.02,37.579714,-77.427291
1637.17,37.545668,-77.408293
1307.67,37.516398,-77.447625
88.85,37.551982,-77.417632
260.65,37.551284,-77.414869
297.55,37.512208,-77.398234
2557.57,37.574697,-77.431325
1982.64,37.509872,-77.39825
2061.78,37.476882,-77.476571
917.93,37.508804,-77.441957
302.99,37.543054,-77.405012
224.63,37.517386,-77.450816
1389.71,37.488144,-77.472073
180.57,37.470021,-77.43933
1236.67,37.571427,-77.412636
697.23,37.512384,-77.462447
1882.73,37.578558,-77.420433
178.54,37.4876,-77.442565
1442.72,37.571871,-77.413733
2557.14,37.518906,-77.449978
1867.43,37.532101,-77.469581
3266.36,37.595798,-77.454272
8034.54,37.548926,-77.457377
153.07,37.507604,-77.397625
970.89,37.578058,-77.421918
1301.44,37.50074,-77.463371
1922.95,37.483842,-77.464265
3280.05,37.550986,-77.489323
3139,37.568946,-77.444584
824.24,37.5084,-77.446576
681.53,37.511742,-77.439393
255.05,37.499683,-77.462629
836.35,37.546203,-77.418769
4642.94,37.540759,-77.433932
3809.03,37.524481,-77.482492
873.01,37.546805,-77.408633
754.02,37.500426,-77.441398
531.43,37.545322,-77.404282
641.15,37.475406,-77.433192
248.93,37.550477,-77.475709
1142.51,37.503229,-77.495037
30.27,37.53935,-77.419447
277.74,37.510528,-77.471213
43.65,37.495473,-77.438135
4210.48,37.561336,-77.468295
1407.05,37.519796,-77.499636
427.51,37.535621,-77.407602
506.79,37.481203,-77.466087
1992.71,37.536025,-77.471678
650.51,37.548986,-77.440001
625.77,37.54633,-77.419074
1318.96,37.509984,-77.461316
152.64,37.544332,-77.402365
619.48,37.474129,-77.443734
1208.3,37.579075,-77.431241
1075.53,37.514476,-77.443993
2294.86,37.523412,-77.4446
813.19,37.547703,-77.4004
386.79,37.504845,-77.482163
13.37,37.573428,-77.487562
178.54,37.469209,-77.440669
293.86,37.535433,-77.4073
492.84,37.54633,-77.419074
652.68,37.538319,-77.411011
1944.17,37.516032,-77.40132
494.45,37.502623,-77.4394
1160.52,37.516031,-77.404218
157.35,37.502559,-77.435733
1506.42,37.575586,-77.422257
859.97,37.470986,-77.442752
152.71,37.556032,-77.437108
95.82,37.515479,-77.396998
1366.03,37.568812,-77.420396
28.2,37.552083,-77.410005
2151.6,37.510985,-77.446076
283.35,37.533133,-77.519672
566.33,37.538419,-77.405193
11868.87,37.54633,-77.419074
707.67,37.5128,-77.396534
429.77,37.577201,-77.413997
313.93,37.539412,-77.414762
532.66,37.503925,-77.466375
304.79,37.577443,-77.425608
383.16,37.486056,-77.47358
86.79,37.570465,-77.443581
920.94,37.474477,-77.443765
1314.83,37.550641,-77.407675
600.82,37.579502,-77.430773
693.18,37.539055,-77.410303
279.88,37.533604,-77.437384
1831.89,37.540759,-77.433932
194.54,37.48312,-77.44337
2943.23,37.522105,-77.492537
572.95,37.574302,-77.429021
104.43,37.549187,-77.420863
4530.23,37.510834,-77.451358
1521.75,37.526315,-77.500044
31307.83,37.573859,-77.439576
9807.61,37.50915,-77.445373
71.42,37.509224,-77.507441
795.5,37.53052,-77.399613
856.9,37.510107,-77.445883
855.16,37.542249,-77.401467
88.97,37.512058,-77.459053
1666.43,37.512817,-77.393982
3198.87,37.522105,-77.492537
122.19,37.505479,-77.441197
1083.26,37.564304,-77.500283
497.28,37.511393,-77.44185
428.76,37.480708,-77.46114
461.3,37.535414,-77.405143
1619.98,37.464778,-77.476835
250.16,37.540759,-77.433932
971.55,37.538926,-77.408979
262.02,37.484962,-77.439183
1705.16,37.533579,-77.473415
1983.44,37.493339,-77.474407
626.21,37.492334,-77.443333
137.74,37.580174,-77.509726
17.01,37.541219,-77.470553
65.74,37.548928,-77.421369
1577.4,37.513202,-77.457579
669.83,37.532537,-77.404423
1336.76,37.532989,-77.40524
365.51,37.569444,-77.420255
425.31,37.511112,-77.461235
200.09,37.488808,-77.507054
656.47,37.48177,-77.442226
338.94,37.576908,-77.425637
741.46,37.532367,-77.41237
1096.02,37.551453,-77.415466
247.54,37.546643,-77.418405
991.79,37.543629,-77.405928
117.32,37.507604,-77.397625
109.1,37.571951,-77.436263
586.71,37.546388,-77.417294
1099.14,37.508142,-77.442979
1472.68,37.466347,-77.464327
194.54,37.482807,-77.447971
57.48,37.548884,-77.421456
297.55,37.549464,-77.408719
1038.33,37.556397,-77.429422
475.54,37.498004,-77.495314
1379.6,37.562691,-77.423795
605.98,37.51246,-77.440112
111.02,37.515532,-77.452617
1378.64,37.547248,-77.41069
101.14,37.554335,-77.414935
1804.54,37.573388,-77.43027
2262.25,37.549018,-77.409082
72.75,37.548344,-77.554454
751.42,37.482717,-77.472181
490.95,37.488855,-77.48633
289.09,37.54789,-77.415097
74.19,37.561284,-77.45335
861.2,37.570745,-77.42127
965.91,37.556596,-77.45102
258.69,37.571684,-77.421789
8574.58,37.552772,-77.479467
384.9,37.527992,-77.405052
3097.76,37.552815,-77.484835
1569.1,37.57196,-77.418076
398.55,37.5733,-77.415531
915.95,37.509891,-77.46837
2500.15,37.534109,-77.399209
471.32,37.538414,-77.464521
51.84,37.530422,-77.400181
180.57,37.511784,-77.462435
670.19,37.567022,-77.439554
74.24,37.511985,-77.507424
1413.95,37.503645,-77.462214
224.88,37.534144,-77.512689
1952.72,37.494305,-77.500653
194.27,37.505051,-77.470713
61.34,37.548813,-77.421612
2161.63,37.56347,-77.430924
103.14,37.477671,-77.451064
218.52,37.515349,-77.448762
2446.73,37.542448,-77.412808
468.09,37.541983,-77.410999
538.82,37.514864,-77.447106
180.57,37.514507,-77.452121
778,37.53748,-77.410671
194.54,37.513591,-77.46093
1009.54,37.507221,-77.467342
487.25,37.534251,-77.407721
450.08,37.513883,-77.446583
143.24,37.554985,-77.441031
1831.89,37.525935,-77.404238
194.54,37.51562,-77.458363
384.9,37.534375,-77.404728
1563.2,37.51646,-77.398669
839.19,37.481077,-77.45903
215.26,37.550292,-77.408638
3643.79,37.55123,-77.480424
1080.53,37.509855,-77.47714
88.85,37.540759,-77.433932
2301.41,37.540262,-77.417753
640.44,37.546397,-77.396843
37.19,37.521423,-77.449978
35.3,37.538011,-77.405575
1306,37.505408,-77.489254
629.03,37.508464,-77.46637
1280.65,37.481077,-77.45903
194.27,37.51276,-77.445032
2751.82,37.486147,-77.490112
389.71,37.532031,-77.411289
221.3,37.519341,-77.395086
79.43,37.577678,-77.433901
299.73,37.554207,-77.415966
60.23,37.549809,-77.418719
427.18,37.537765,-77.402918
21.37,37.537684,-77.411005
270.28,37.464769,-77.452624
124.02,37.532281,-77.399352
496.9,37.5054,-77.46362
1021.63,37.542824,-77.400095
1279.27,37.516584,-77.511495
178.54,37.547272,-77.416739
1591.6,37.499682,-77.475764
6658.97,37.522407,-77.441812
83.29,37.547419,-77.472332
624.15,37.50063,-77.436425
1750.6,37.538734,-77.471655
169.12,37.571951,-77.436263
1197.9,37.507166,-77.437837
117.5,37.532842,-77.406153
61.05,37.532281,-77.399352
464.49,37.505894,-77.459109
487.25,37.573859,-77.439576
932.12,37.581607,-77.430726
1425.05,37.50131,-77.472898
137.53,37.549225,-77.407736
2239.34,37.580503,-77.439758
294.2,37.578056,-77.426731
1915.23,37.552267,-77.448559
1512.83,37.576121,-77.515394
1616.69,37.511994,-77.442909
2080.19,37.492264,-77.444551
285.54,37.580721,-77.431786
51.72,37.548834,-77.421563
